Time(sec),Latitude(°),Longitude(°),Altitude(km),ECR X Position(km),ECR Y Position(km),ECR Z Position(km),ECR X Velocity(m/s),ECR Y Velocity(m/s),ECR Z Velocity(m/s),ECR X Acceleration(m/s²),ECR Y Acceleration(m/s²),ECR Z Acceleration(m/s²)
100.800,32.803242,48.236818,301.563,3743.088,4191.834,3599.011,2928.081,409.649,1198.931,-4.937,-6.023,-4.838
100.900,32.803057,48.234870,301.817,3743.380,4191.875,3599.131,2927.588,409.047,1198.447,-4.937,-6.022,-4.838
101.000,32.802873,48.232921,302.072,3743.673,4191.916,3599.251,2927.094,408.445,1197.963,-4.937,-6.022,-4.837
101.100,32.802688,48.230973,302.326,3743.966,4191.956,3599.370,2926.600,407.842,1197.479,-4.937,-6.021,-4.837
101.200,32.802504,48.229025,302.580,3744.259,4191.997,3599.490,2926.107,407.240,1196.996,-4.937,-6.020,-4.836
101.300,32.802319,48.227077,302.834,3744.551,4192.038,3599.610,2925.613,406.638,1196.512,-4.937,-6.020,-4.836
101.400,32.802135,48.225129,303.088,3744.844,4192.078,3599.729,2925.119,406.036,1196.029,-4.936,-6.019,-4.836
101.500,32.801950,48.223181,303.342,3745.136,4192.119,3599.849,2924.626,405.435,1195.545,-4.936,-6.018,-4.835
101.600,32.801766,48.221234,303.596,3745.429,4192.160,3599.969,2924.132,404.833,1195.061,-4.936,-6.018,-4.835
101.700,32.801581,48.219286,303.850,3745.721,4192.200,3600.088,2923.638,404.231,1194.578,-4.936,-6.017,-4.834
101.800,32.801397,48.217339,304.104,3746.013,4192.240,3600.207,2923.145,403.629,1194.095,-4.936,-6.016,-4.834
101.900,32.801212,48.215392,304.358,3746.306,4192.281,3600.327,2922.651,403.028,1193.611,-4.936,-6.016,-4.834
102.000,32.801027,48.213444,304.611,3746.598,4192.321,3600.446,2922.157,402.426,1193.128,-4.936,-6.015,-4.833
102.100,32.800843,48.211497,304.865,3746.890,4192.361,3600.565,2921.664,401.825,1192.645,-4.936,-6.014,-4.833
102.200,32.800658,48.209550,305.118,3747.182,4192.401,3600.685,2921.170,401.223,1192.161,-4.936,-6.014,-4.832
102.300,32.800474,48.207604,305.371,3747.474,4192.441,3600.804,2920.677,400.622,1191.678,-4.936,-6.013,-4.832
102.400,32.800289,48.205657,305.625,3747.766,4192.482,3600.923,2920.183,400.021,1191.195,-4.936,-6.012,-4.832
102.500,32.800105,48.203711,305.878,3748.058,4192.521,3601.042,2919.690,399.420,1190.712,-4.935,-6.012,-4.831
102.600,32.799920,48.201764,306.131,3748.350,4192.561,3601.161,2919.196,398.818,1190.229,-4.935,-6.011,-4.831
102.700,32.799735,48.199818,306.384,3748.642,4192.601,3601.280,2918.703,398.217,1189.746,-4.935,-6.010,-4.830
102.800,32.799551,48.197872,306.637,3748.934,4192.641,3601.399,2918.209,397.616,1189.263,-4.935,-6.010,-4.830
102.900,32.799366,48.195926,306.889,3749.226,4192.681,3601.518,2917.716,397.015,1188.780,-4.935,-6.009,-4.830
103.000,32.799182,48.193980,307.142,3749.518,4192.720,3601.637,2917.222,396.415,1188.297,-4.935,-6.008,-4.829
103.100,32.798997,48.192034,307.395,3749.809,4192.760,3601.756,2916.729,395.814,1187.814,-4.935,-6.008,-4.829
103.200,32.798812,48.190088,307.647,3750.101,4192.800,3601.874,2916.235,395.213,1187.331,-4.935,-6.007,-4.829
103.300,32.798628,48.188143,307.900,3750.392,4192.839,3601.993,2915.742,394.612,1186.848,-4.935,-6.006,-4.828
103.400,32.798443,48.186197,308.152,3750.684,4192.879,3602.112,2915.248,394.012,1186.365,-4.935,-6.006,-4.828
103.500,32.798258,48.184252,308.404,3750.976,4192.918,3602.230,2914.755,393.411,1185.882,-4.935,-6.005,-4.827
103.600,32.798074,48.182307,308.657,3751.267,4192.957,3602.349,2914.261,392.811,1185.400,-4.934,-6.005,-4.827
103.700,32.797889,48.180362,308.909,3751.558,4192.996,3602.467,2913.768,392.210,1184.917,-4.934,-6.004,-4.827
103.800,32.797705,48.178417,309.161,3751.850,4193.036,3602.586,2913.274,391.610,1184.434,-4.934,-6.003,-4.826
103.900,32.797520,48.176472,309.413,3752.141,4193.075,3602.704,2912.781,391.010,1183.952,-4.934,-6.003,-4.826
104.000,32.797335,48.174527,309.665,3752.432,4193.114,3602.823,2912.287,390.409,1183.469,-4.934,-6.002,-4.825
104.100,32.797151,48.172583,309.916,3752.723,4193.153,3602.941,2911.794,389.809,1182.987,-4.934,-6.001,-4.825
104.200,32.796966,48.170638,310.168,3753.015,4193.192,3603.059,2911.301,389.209,1182.504,-4.934,-6.001,-4.825
104.300,32.796781,48.168694,310.420,3753.306,4193.231,3603.178,2910.807,388.609,1182.022,-4.934,-6.000,-4.824
104.400,32.796597,48.166749,310.671,3753.597,4193.270,3603.296,2910.314,388.009,1181.539,-4.934,-5.999,-4.824
104.500,32.796412,48.164805,310.923,3753.888,4193.308,3603.414,2909.821,387.409,1181.057,-4.934,-5.999,-4.824
104.600,32.796227,48.162861,311.174,3754.179,4193.347,3603.532,2909.327,386.809,1180.575,-4.934,-5.998,-4.823
104.700,32.796043,48.160918,311.425,3754.470,4193.386,3603.650,2908.834,386.210,1180.092,-4.933,-5.997,-4.823
104.800,32.795858,48.158974,311.676,3754.761,4193.424,3603.768,2908.340,385.610,1179.610,-4.933,-5.997,-4.822
104.900,32.795673,48.157030,311.927,3755.051,4193.463,3603.886,2907.847,385.010,1179.128,-4.933,-5.996,-4.822
105.000,32.795489,48.155087,312.178,3755.342,4193.501,3604.004,2907.354,384.411,1178.646,-4.933,-5.995,-4.822
105.100,32.795304,48.153143,312.429,3755.633,4193.540,3604.122,2906.861,383.811,1178.164,-4.933,-5.995,-4.821
105.200,32.795119,48.151200,312.680,3755.923,4193.578,3604.239,2906.367,383.212,1177.681,-4.933,-5.994,-4.821
105.300,32.794935,48.149257,312.931,3756.214,4193.616,3604.357,2905.874,382.612,1177.199,-4.933,-5.993,-4.820
105.400,32.794750,48.147314,313.181,3756.505,4193.655,3604.475,2905.381,382.013,1176.717,-4.933,-5.993,-4.820
105.500,32.794565,48.145371,313.432,3756.795,4193.693,3604.593,2904.887,381.414,1176.235,-4.933,-5.992,-4.820
105.600,32.794381,48.143428,313.683,3757.086,4193.731,3604.710,2904.394,380.815,1175.753,-4.933,-5.991,-4.819
105.700,32.794196,48.141486,313.933,3757.376,4193.769,3604.828,2903.901,380.216,1175.272,-4.933,-5.991,-4.819
105.800,32.794011,48.139543,314.183,3757.666,4193.807,3604.945,2903.408,379.617,1174.790,-4.932,-5.990,-4.818
105.900,32.793827,48.137601,314.433,3757.957,4193.845,3605.063,2902.914,379.018,1174.308,-4.932,-5.990,-4.818
106.000,32.793642,48.135658,314.684,3758.247,4193.883,3605.180,2902.421,378.419,1173.826,-4.932,-5.989,-4.818
106.100,32.793457,48.133716,314.934,3758.537,4193.920,3605.297,2901.928,377.820,1173.344,-4.932,-5.988,-4.817
106.200,32.793272,48.131774,315.184,3758.827,4193.958,3605.415,2901.435,377.221,1172.863,-4.932,-5.988,-4.817
106.300,32.793088,48.129832,315.434,3759.117,4193.996,3605.532,2900.941,376.622,1172.381,-4.932,-5.987,-4.817
106.400,32.792903,48.127890,315.683,3759.408,4194.034,3605.649,2900.448,376.024,1171.899,-4.932,-5.986,-4.816
106.500,32.792718,48.125949,315.933,3759.698,4194.071,3605.766,2899.955,375.425,1171.418,-4.932,-5.986,-4.816
106.600,32.792534,48.124007,316.183,3759.988,4194.109,3605.883,2899.462,374.826,1170.936,-4.932,-5.985,-4.815
106.700,32.792349,48.122066,316.432,3760.277,4194.146,3606.001,2898.969,374.228,1170.455,-4.932,-5.984,-4.815
106.800,32.792164,48.120124,316.682,3760.567,4194.183,3606.118,2898.476,373.630,1169.973,-4.932,-5.984,-4.815
106.900,32.791979,48.118183,316.931,3760.857,4194.221,3606.235,2897.982,373.031,1169.492,-4.931,-5.983,-4.814
107.000,32.791795,48.116242,317.180,3761.147,4194.258,3606.351,2897.489,372.433,1169.010,-4.931,-5.982,-4.814
107.100,32.791610,48.114301,317.429,3761.437,4194.295,3606.468,2896.996,371.835,1168.529,-4.931,-5.982,-4.813
107.200,32.791425,48.112360,317.679,3761.726,4194.332,3606.585,2896.503,371.237,1168.048,-4.931,-5.981,-4.813
107.300,32.791240,48.110419,317.928,3762.016,4194.370,3606.702,2896.010,370.639,1167.566,-4.931,-5.980,-4.813
107.400,32.791056,48.108479,318.177,3762.306,4194.407,3606.819,2895.517,370.041,1167.085,-4.931,-5.980,-4.812
107.500,32.790871,48.106538,318.425,3762.595,4194.444,3606.935,2895.024,369.443,1166.604,-4.931,-5.979,-4.812
107.600,32.790686,48.104598,318.674,3762.885,4194.480,3607.052,2894.531,368.845,1166.123,-4.931,-5.979,-4.812
107.700,32.790501,48.102658,318.923,3763.174,4194.517,3607.169,2894.038,368.247,1165.641,-4.931,-5.978,-4.811
107.800,32.790317,48.100718,319.171,3763.463,4194.554,3607.285,2893.544,367.649,1165.160,-4.931,-5.977,-4.811
107.900,32.790132,48.098777,319.420,3763.753,4194.591,3607.402,2893.051,367.051,1164.679,-4.931,-5.977,-4.810
108.000,32.789947,48.096838,319.668,3764.042,4194.628,3607.518,2892.558,366.454,1164.198,-4.931,-5.976,-4.810
108.100,32.789762,48.094898,319.917,3764.331,4194.664,3607.634,2892.065,365.856,1163.717,-4.930,-5.975,-4.810
108.200,32.789577,48.092958,320.165,3764.620,4194.701,3607.751,2891.572,365.259,1163.236,-4.930,-5.975,-4.809
108.300,32.789393,48.091019,320.413,3764.910,4194.737,3607.867,2891.079,364.661,1162.755,-4.930,-5.974,-4.809
108.400,32.789208,48.089079,320.661,3765.199,4194.774,3607.983,2890.586,364.064,1162.275,-4.930,-5.973,-4.809
108.500,32.789023,48.087140,320.909,3765.488,4194.810,3608.100,2890.093,363.467,1161.794,-4.930,-5.973,-4.808
108.600,32.788838,48.085201,321.157,3765.777,4194.846,3608.216,2889.600,362.869,1161.313,-4.930,-5.972,-4.808
108.700,32.788653,48.083262,321.405,3766.066,4194.883,3608.332,2889.107,362.272,1160.832,-4.930,-5.971,-4.807
108.800,32.788469,48.081323,321.653,3766.354,4194.919,3608.448,2888.614,361.675,1160.351,-4.930,-5.971,-4.807
108.900,32.788284,48.079384,321.900,3766.643,4194.955,3608.564,2888.121,361.078,1159.871,-4.930,-5.970,-4.807
109.000,32.788099,48.077445,322.148,3766.932,4194.991,3608.680,2887.628,360.481,1159.390,-4.930,-5.970,-4.806
109.100,32.787914,48.075506,322.395,3767.221,4195.027,3608.796,2887.135,359.884,1158.910,-4.930,-5.969,-4.806
109.200,32.787729,48.073568,322.643,3767.509,4195.063,3608.912,2886.642,359.287,1158.429,-4.929,-5.968,-4.805
109.300,32.787545,48.071630,322.890,3767.798,4195.099,3609.027,2886.149,358.691,1157.948,-4.929,-5.968,-4.805
109.400,32.787360,48.069691,323.137,3768.087,4195.135,3609.143,2885.656,358.094,1157.468,-4.929,-5.967,-4.805
109.500,32.787175,48.067753,323.384,3768.375,4195.170,3609.259,2885.164,357.497,1156.987,-4.929,-5.966,-4.804
109.600,32.786990,48.065815,323.632,3768.664,4195.206,3609.375,2884.671,356.901,1156.507,-4.929,-5.966,-4.804
109.700,32.786805,48.063877,323.878,3768.952,4195.242,3609.490,2884.178,356.304,1156.027,-4.929,-5.965,-4.804
109.800,32.786620,48.061940,324.125,3769.241,4195.277,3609.606,2883.685,355.708,1155.546,-4.929,-5.964,-4.803
109.900,32.786436,48.060002,324.372,3769.529,4195.313,3609.721,2883.192,355.111,1155.066,-4.929,-5.964,-4.803
110.000,32.786251,48.058064,324.619,3769.817,4195.348,3609.837,2882.699,354.515,1154.586,-4.929,-5.963,-4.802
110.100,32.786066,48.056127,324.866,3770.105,4195.384,3609.952,2882.206,353.918,1154.106,-4.929,-5.962,-4.802
110.200,32.785881,48.054190,325.112,3770.394,4195.419,3610.068,2881.713,353.322,1153.625,-4.929,-5.962,-4.802
110.300,32.785696,48.052253,325.359,3770.682,4195.455,3610.183,2881.220,352.726,1153.145,-4.929,-5.961,-4.801
110.400,32.785511,48.050316,325.605,3770.970,4195.490,3610.298,2880.728,352.130,1152.665,-4.928,-5.961,-4.801
110.500,32.785326,48.048379,325.851,3771.258,4195.525,3610.414,2880.235,351.534,1152.185,-4.928,-5.960,-4.801
110.600,32.785141,48.046442,326.097,3771.546,4195.560,3610.529,2879.742,350.938,1151.705,-4.928,-5.959,-4.800
110.700,32.784957,48.044505,326.343,3771.834,4195.595,3610.644,2879.249,350.342,1151.225,-4.928,-5.959,-4.800
110.800,32.784772,48.042568,326.589,3772.122,4195.630,3610.759,2878.756,349.746,1150.745,-4.928,-5.958,-4.799
110.900,32.784587,48.040632,326.835,3772.410,4195.665,3610.874,2878.263,349.151,1150.265,-4.928,-5.957,-4.799
111.000,32.784402,48.038696,327.081,3772.697,4195.700,3610.989,2877.771,348.555,1149.785,-4.928,-5.957,-4.799
111.100,32.784217,48.036759,327.327,3772.985,4195.735,3611.104,2877.278,347.959,1149.305,-4.928,-5.956,-4.798
111.200,32.784032,48.034823,327.573,3773.273,4195.770,3611.219,2876.785,347.364,1148.826,-4.928,-5.955,-4.798
111.300,32.783847,48.032887,327.818,3773.561,4195.804,3611.334,2876.292,346.768,1148.346,-4.928,-5.955,-4.798
111.400,32.783662,48.030951,328.064,3773.848,4195.839,3611.449,2875.800,346.173,1147.866,-4.928,-5.954,-4.797
111.500,32.783477,48.029016,328.309,3774.136,4195.874,3611.563,2875.307,345.577,1147.386,-4.928,-5.954,-4.797
111.600,32.783293,48.027080,328.555,3774.423,4195.908,3611.678,2874.814,344.982,1146.907,-4.927,-5.953,-4.796
111.700,32.783108,48.025144,328.800,3774.711,4195.943,3611.793,2874.321,344.387,1146.427,-4.927,-5.952,-4.796
111.800,32.782923,48.023209,329.045,3774.998,4195.977,3611.907,2873.829,343.792,1145.947,-4.927,-5.952,-4.796
111.900,32.782738,48.021274,329.290,3775.285,4196.011,3612.022,2873.336,343.196,1145.468,-4.927,-5.951,-4.795
112.000,32.782553,48.019339,329.535,3775.573,4196.046,3612.136,2872.843,342.601,1144.988,-4.927,-5.950,-4.795
112.100,32.782368,48.017404,329.780,3775.860,4196.080,3612.251,2872.350,342.006,1144.509,-4.927,-5.950,-4.795
112.200,32.782183,48.015469,330.025,3776.147,4196.114,3612.365,2871.858,341.411,1144.029,-4.927,-5.949,-4.794
112.300,32.781998,48.013534,330.270,3776.434,4196.148,3612.480,2871.365,340.816,1143.550,-4.927,-5.948,-4.794
112.400,32.781813,48.011599,330.514,3776.722,4196.182,3612.594,2870.872,340.222,1143.071,-4.927,-5.948,-4.793
112.500,32.781628,48.009664,330.759,3777.009,4196.216,3612.708,2870.380,339.627,1142.591,-4.927,-5.947,-4.793
112.600,32.781443,48.007730,331.003,3777.296,4196.250,3612.823,2869.887,339.032,1142.112,-4.927,-5.947,-4.793
112.700,32.781258,48.005796,331.248,3777.583,4196.284,3612.937,2869.394,338.438,1141.633,-4.927,-5.946,-4.792
112.800,32.781073,48.003861,331.492,3777.869,4196.318,3613.051,2868.902,337.843,1141.154,-4.926,-5.945,-4.792
112.900,32.780888,48.001927,331.736,3778.156,4196.352,3613.165,2868.409,337.249,1140.674,-4.926,-5.945,-4.792
113.000,32.780704,47.999993,331.981,3778.443,4196.385,3613.279,2867.916,336.654,1140.195,-4.926,-5.944,-4.791
113.100,32.780519,47.998059,332.225,3778.730,4196.419,3613.393,2867.424,336.060,1139.716,-4.926,-5.943,-4.791
113.200,32.780334,47.996126,332.469,3779.017,4196.452,3613.507,2866.931,335.465,1139.237,-4.926,-5.943,-4.790
113.300,32.780149,47.994192,332.712,3779.303,4196.486,3613.621,2866.439,334.871,1138.758,-4.926,-5.942,-4.790
113.400,32.779964,47.992258,332.956,3779.590,4196.519,3613.735,2865.946,334.277,1138.279,-4.926,-5.941,-4.790
113.500,32.779779,47.990325,333.200,3779.876,4196.553,3613.849,2865.453,333.683,1137.800,-4.926,-5.941,-4.789
113.600,32.779594,47.988392,333.444,3780.163,4196.586,3613.962,2864.961,333.089,1137.321,-4.926,-5.940,-4.789
113.700,32.779409,47.986458,333.687,3780.449,4196.619,3614.076,2864.468,332.495,1136.842,-4.926,-5.940,-4.789
113.800,32.779224,47.984525,333.931,3780.736,4196.653,3614.190,2863.976,331.901,1136.364,-4.926,-5.939,-4.788
113.900,32.779039,47.982592,334.174,3781.022,4196.686,3614.303,2863.483,331.307,1135.885,-4.926,-5.938,-4.788
114.000,32.778854,47.980659,334.417,3781.309,4196.719,3614.417,2862.990,330.713,1135.406,-4.926,-5.938,-4.787
114.100,32.778669,47.978727,334.661,3781.595,4196.752,3614.530,2862.498,330.120,1134.927,-4.925,-5.937,-4.787
114.200,32.778484,47.976794,334.904,3781.881,4196.785,3614.644,2862.005,329.526,1134.449,-4.925,-5.936,-4.787
114.300,32.778299,47.974862,335.147,3782.167,4196.818,3614.757,2861.513,328.932,1133.970,-4.925,-5.936,-4.786
114.400,32.778114,47.972929,335.390,3782.453,4196.851,3614.871,2861.020,328.339,1133.491,-4.925,-5.935,-4.786
114.500,32.777929,47.970997,335.633,3782.739,4196.884,3614.984,2860.528,327.745,1133.013,-4.925,-5.935,-4.786
114.600,32.777744,47.969065,335.875,3783.026,4196.916,3615.097,2860.035,327.152,1132.534,-4.925,-5.934,-4.785
114.700,32.777559,47.967133,336.118,3783.311,4196.949,3615.210,2859.543,326.558,1132.056,-4.925,-5.933,-4.785
114.800,32.777374,47.965201,336.361,3783.597,4196.982,3615.324,2859.050,325.965,1131.577,-4.925,-5.933,-4.785
114.900,32.777189,47.963269,336.603,3783.883,4197.014,3615.437,2858.558,325.372,1131.099,-4.925,-5.932,-4.784
115.000,32.777004,47.961337,336.846,3784.169,4197.047,3615.550,2858.065,324.779,1130.620,-4.925,-5.931,-4.784
115.100,32.776819,47.959406,337.088,3784.455,4197.079,3615.663,2857.573,324.186,1130.142,-4.925,-5.931,-4.783
115.200,32.776634,47.957474,337.330,3784.741,4197.112,3615.776,2857.080,323.593,1129.664,-4.925,-5.930,-4.783
115.300,32.776448,47.955543,337.572,3785.026,4197.144,3615.889,2856.588,323.000,1129.185,-4.924,-5.930,-4.783
115.400,32.776263,47.953612,337.815,3785.312,4197.176,3616.002,2856.096,322.407,1128.707,-4.924,-5.929,-4.782
115.500,32.776078,47.951681,338.057,3785.598,4197.208,3616.115,2855.603,321.814,1128.229,-4.924,-5.928,-4.782
115.600,32.775893,47.949750,338.299,3785.883,4197.240,3616.227,2855.111,321.221,1127.751,-4.924,-5.928,-4.782
115.700,32.775708,47.947819,338.540,3786.169,4197.273,3616.340,2854.618,320.628,1127.273,-4.924,-5.927,-4.781
115.800,32.775523,47.945888,338.782,3786.454,4197.305,3616.453,2854.126,320.036,1126.795,-4.924,-5.926,-4.781
115.900,32.775338,47.943957,339.024,3786.739,4197.337,3616.565,2853.633,319.443,1126.316,-4.924,-5.926,-4.780
116.000,32.775153,47.942027,339.265,3787.025,4197.368,3616.678,2853.141,318.850,1125.838,-4.924,-5.925,-4.780
116.100,32.774968,47.940096,339.507,3787.310,4197.400,3616.791,2852.649,318.258,1125.360,-4.924,-5.924,-4.780
116.200,32.774783,47.938166,339.748,3787.595,4197.432,3616.903,2852.156,317.666,1124.883,-4.924,-5.924,-4.779
116.300,32.774598,47.936236,339.990,3787.880,4197.464,3617.016,2851.664,317.073,1124.405,-4.924,-5.923,-4.779
116.400,32.774413,47.934306,340.231,3788.166,4197.496,3617.128,2851.172,316.481,1123.927,-4.924,-5.923,-4.779
116.500,32.774228,47.932376,340.472,3788.451,4197.527,3617.240,2850.679,315.889,1123.449,-4.924,-5.922,-4.778
116.600,32.774043,47.930446,340.713,3788.736,4197.559,3617.353,2850.187,315.297,1122.971,-4.923,-5.921,-4.778
116.700,32.773858,47.928516,340.954,3789.021,4197.590,3617.465,2849.694,314.704,1122.493,-4.923,-5.921,-4.778
116.800,32.773672,47.926587,341.195,3789.306,4197.622,3617.577,2849.202,314.112,1122.016,-4.923,-5.920,-4.777
116.900,32.773487,47.924657,341.436,3789.591,4197.653,3617.689,2848.710,313.520,1121.538,-4.923,-5.919,-4.777
117.000,32.773302,47.922728,341.677,3789.875,4197.684,3617.802,2848.218,312.928,1121.060,-4.923,-5.919,-4.776
117.100,32.773117,47.920798,341.917,3790.160,4197.716,3617.914,2847.725,312.337,1120.583,-4.923,-5.918,-4.776
117.200,32.772932,47.918869,342.158,3790.445,4197.747,3618.026,2847.233,311.745,1120.105,-4.923,-5.918,-4.776
117.300,32.772747,47.916940,342.398,3790.730,4197.778,3618.138,2846.741,311.153,1119.627,-4.923,-5.917,-4.775
117.400,32.772562,47.915011,342.639,3791.014,4197.809,3618.250,2846.248,310.561,1119.150,-4.923,-5.916,-4.775
117.500,32.772377,47.913082,342.879,3791.299,4197.840,3618.361,2845.756,309.970,1118.672,-4.923,-5.916,-4.775
117.600,32.772191,47.911154,343.119,3791.583,4197.871,3618.473,2845.264,309.378,1118.195,-4.923,-5.915,-4.774
117.700,32.772006,47.909225,343.359,3791.868,4197.902,3618.585,2844.771,308.787,1117.718,-4.923,-5.914,-4.774
117.800,32.771821,47.907297,343.600,3792.152,4197.933,3618.697,2844.279,308.195,1117.240,-4.923,-5.914,-4.773
117.900,32.771636,47.905368,343.840,3792.437,4197.964,3618.809,2843.787,307.604,1116.763,-4.922,-5.913,-4.773
118.000,32.771451,47.903440,344.079,3792.721,4197.994,3618.920,2843.295,307.013,1116.286,-4.922,-5.913,-4.773
118.100,32.771266,47.901512,344.319,3793.005,4198.025,3619.032,2842.802,306.422,1115.808,-4.922,-5.912,-4.772
118.200,32.771081,47.899584,344.559,3793.290,4198.056,3619.143,2842.310,305.830,1115.331,-4.922,-5.911,-4.772
118.300,32.770895,47.897656,344.799,3793.574,4198.086,3619.255,2841.818,305.239,1114.854,-4.922,-5.911,-4.772
118.400,32.770710,47.895728,345.038,3793.858,4198.117,3619.366,2841.326,304.648,1114.377,-4.922,-5.910,-4.771
118.500,32.770525,47.893800,345.278,3794.142,4198.147,3619.478,2840.834,304.057,1113.900,-4.922,-5.910,-4.771
118.600,32.770340,47.891873,345.517,3794.426,4198.177,3619.589,2840.341,303.466,1113.423,-4.922,-5.909,-4.771
118.700,32.770155,47.889945,345.756,3794.710,4198.208,3619.700,2839.849,302.875,1112.946,-4.922,-5.908,-4.770
118.800,32.769970,47.888018,345.995,3794.994,4198.238,3619.812,2839.357,302.285,1112.469,-4.922,-5.908,-4.770
118.900,32.769784,47.886091,346.235,3795.278,4198.268,3619.923,2838.865,301.694,1111.992,-4.922,-5.907,-4.769
119.000,32.769599,47.884164,346.474,3795.562,4198.298,3620.034,2838.373,301.103,1111.515,-4.922,-5.906,-4.769
119.100,32.769414,47.882237,346.713,3795.846,4198.328,3620.145,2837.881,300.513,1111.038,-4.922,-5.906,-4.769
119.200,32.769229,47.880310,346.951,3796.130,4198.358,3620.256,2837.388,299.922,1110.561,-4.921,-5.905,-4.768
119.300,32.769044,47.878383,347.190,3796.413,4198.388,3620.367,2836.896,299.332,1110.084,-4.921,-5.905,-4.768
119.400,32.768859,47.876456,347.429,3796.697,4198.418,3620.478,2836.404,298.741,1109.607,-4.921,-5.904,-4.768
119.500,32.768673,47.874530,347.668,3796.981,4198.448,3620.589,2835.912,298.151,1109.131,-4.921,-5.903,-4.767
119.600,32.768488,47.872603,347.906,3797.264,4198.478,3620.700,2835.420,297.561,1108.654,-4.921,-5.903,-4.767
119.700,32.768303,47.870677,348.145,3797.548,4198.508,3620.811,2834.928,296.970,1108.177,-4.921,-5.902,-4.767
119.800,32.768118,47.868751,348.383,3797.831,4198.537,3620.922,2834.436,296.380,1107.701,-4.921,-5.901,-4.766
119.900,32.767933,47.866825,348.621,3798.115,4198.567,3621.033,2833.944,295.790,1107.224,-4.921,-5.901,-4.766
120.000,32.767747,47.864899,348.859,3798.398,4198.597,3621.143,2833.451,295.200,1106.747,-4.921,-5.900,-4.765
120.100,32.767562,47.862973,349.098,3798.681,4198.626,3621.254,2832.959,294.610,1106.271,-4.921,-5.900,-4.765
120.200,32.767377,47.861047,349.336,3798.964,4198.655,3621.364,2832.467,294.020,1105.794,-4.921,-5.899,-4.765
120.300,32.767192,47.859122,349.573,3799.248,4198.685,3621.475,2831.975,293.430,1105.318,-4.921,-5.898,-4.764
120.400,32.767006,47.857196,349.811,3799.531,4198.714,3621.586,2831.483,292.840,1104.841,-4.921,-5.898,-4.764
120.500,32.766821,47.855271,350.049,3799.814,4198.743,3621.696,2830.991,292.251,1104.365,-4.921,-5.897,-4.764
120.600,32.766636,47.853345,350.287,3800.097,4198.773,3621.806,2830.499,291.661,1103.889,-4.920,-5.896,-4.763
120.700,32.766451,47.851420,350.524,3800.380,4198.802,3621.917,2830.007,291.071,1103.412,-4.920,-5.896,-4.763
120.800,32.766265,47.849495,350.762,3800.663,4198.831,3622.027,2829.515,290.482,1102.936,-4.920,-5.895,-4.763
120.900,32.766080,47.847570,350.999,3800.946,4198.860,3622.137,2829.023,289.892,1102.460,-4.920,-5.895,-4.762
121.000,32.765895,47.845645,351.237,3801.229,4198.889,3622.248,2828.531,289.303,1101.984,-4.920,-5.894,-4.762
121.100,32.765710,47.843721,351.474,3801.512,4198.918,3622.358,2828.039,288.713,1101.508,-4.920,-5.893,-4.762
121.200,32.765524,47.841796,351.711,3801.795,4198.947,3622.468,2827.547,288.124,1101.031,-4.920,-5.893,-4.761
121.300,32.765339,47.839871,351.948,3802.077,4198.975,3622.578,2827.055,287.535,1100.555,-4.920,-5.892,-4.761
121.400,32.765154,47.837947,352.185,3802.360,4199.004,3622.688,2826.563,286.946,1100.079,-4.920,-5.892,-4.760
121.500,32.764969,47.836023,352.422,3802.643,4199.033,3622.798,2826.071,286.357,1099.603,-4.920,-5.891,-4.760
121.600,32.764783,47.834098,352.659,3802.925,4199.061,3622.908,2825.579,285.768,1099.127,-4.920,-5.890,-4.760
121.700,32.764598,47.832174,352.896,3803.208,4199.090,3623.018,2825.087,285.179,1098.651,-4.920,-5.890,-4.759
121.800,32.764413,47.830250,353.132,3803.490,4199.118,3623.128,2824.595,284.590,1098.175,-4.920,-5.889,-4.759
121.900,32.764227,47.828327,353.369,3803.773,4199.147,3623.237,2824.103,284.001,1097.699,-4.920,-5.888,-4.759
122.000,32.764042,47.826403,353.605,3804.055,4199.175,3623.347,2823.611,283.412,1097.224,-4.919,-5.888,-4.758
122.100,32.763857,47.824479,353.842,3804.337,4199.203,3623.457,2823.119,282.823,1096.748,-4.919,-5.887,-4.758
122.200,32.763672,47.822556,354.078,3804.620,4199.232,3623.567,2822.627,282.234,1096.272,-4.919,-5.887,-4.758
122.300,32.763486,47.820632,354.314,3804.902,4199.260,3623.676,2822.135,281.646,1095.796,-4.919,-5.886,-4.757
122.400,32.763301,47.818709,354.551,3805.184,4199.288,3623.786,2821.643,281.057,1095.321,-4.919,-5.885,-4.757
122.500,32.763116,47.816786,354.787,3805.466,4199.316,3623.895,2821.151,280.469,1094.845,-4.919,-5.885,-4.756
122.600,32.762930,47.814863,355.023,3805.748,4199.344,3624.005,2820.660,279.880,1094.369,-4.919,-5.884,-4.756
122.700,32.762745,47.812940,355.259,3806.030,4199.372,3624.114,2820.168,279.292,1093.894,-4.919,-5.884,-4.756
122.800,32.762560,47.811017,355.494,3806.312,4199.400,3624.223,2819.676,278.704,1093.418,-4.919,-5.883,-4.755
122.900,32.762374,47.809094,355.730,3806.594,4199.428,3624.333,2819.184,278.115,1092.943,-4.919,-5.882,-4.755
123.000,32.762189,47.807172,355.966,3806.876,4199.456,3624.442,2818.692,277.527,1092.467,-4.919,-5.882,-4.755
